,title,subtitle,property_type_left,property_size,bedrooms,bathrooms,price,location,reference,trakheesi_permit,listed,completion,show_property_floor_plan,trade_name,issue_date,property_number,property_name,property_type_right,sub_location_1,sub_location_2,sub_location_3,sorensen_score,jaccard_score
69,Apartment for Sale in LIV Residence - Dubai Marina,Studio| Exclusive Resell Stock | LIV Residences,Apartment,529 sqft / 49 sqm,studio + Maid,1,919000.0,LIV Residence Dubai - Dubai Marina,alhilal-2150517,7196835430,12 hours ago,Ready,,ALI ALBREIKI ONE PERSON COMPANY LLC,15062020,,LIV RESIDENCE LIV RESIDENCE,Unit,dubai marina,liv residence,,0.67,0.5
70,Apartment for Sale in The Torch - Dubai Marina,Corner Unit |Vacant on transfer | easy viewing,Apartment,1198 sqft / 111 sqm,2,2,780000.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,AP337593,1903666419,14 hours ago,Ready,,BETTER HOMES LLC,28052020,1,Torch Tower,Building,dubai marina,the torch,,0.33,0.2
71,Penthouse for Sale in The Torch - Dubai Marina,Penthouse|Breathtaking View|Nice Layout|HighFloor,Penthouse,4032 sqft / 375 sqm,3 + Maid,3,3950000.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,BHM-S-172414,1903666419,6 months ago,Ready,,BETTER HOMES LLC,28052020,1,Torch Tower,Building,dubai marina,the torch,,0.33,0.2
72,Apartment for Sale in Marina Tower - Dubai Marina,1 Bed / Sea and Marina View / Chiller Free,Apartment,959 sqft / 89 sqm,1,1,999000.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,aeontrisl-2149424,7159967130,1 day ago,Ready,,CANDO REAL ESTATE BROKER LLC,27012020,1203,MARINA TOWER,Unit,dubai marina,marina tower,,0.8,0.67
73,Apartment for Sale in Marina Tower - Dubai Marina,Ready to Sell | Spacious 1 Bed with Sea View,Apartment,761 sqft / 71 sqm,1,2,950000.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,redefined-2125205,7159967130,15 days ago,,,CANDO REAL ESTATE BROKER LLC,27012020,1203,MARINA TOWER,Unit,dubai marina,marina tower,,0.8,0.67
74,Apartment for Sale in Marina Tower - Dubai Marina,Large 1 Bed with Sea View | Ready To Sell,Apartment,959 sqft / 89 sqm,1,2,945000.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,redefined-2125170,7159967130,15 days ago,,,CANDO REAL ESTATE BROKER LLC,27012020,1203,MARINA TOWER,Unit,dubai marina,marina tower,,0.8,0.67
75,Apartment for Sale in Marina Tower - Dubai Marina,Large 1 Bed | Marina & Sea View | Vacant,Apartment,958 sqft / 89 sqm,1,2,949000.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,ES-13277,7159967130,10 minutes ago,Ready,,CANDO REAL ESTATE BROKER LLC,27012020,1203,MARINA TOWER,Unit,dubai marina,marina tower,,0.8,0.67
76,Apartment for Sale in Marina Tower - Dubai Marina,Best Deal | Large One Bed | Vacant | Must See,Apartment,959 sqft / 89 sqm,1,1,990000.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,achiever-2122319,7159967130,11 minutes ago,,,CANDO REAL ESTATE BROKER LLC,27012020,1203,MARINA TOWER,Unit,dubai marina,marina tower,,0.8,0.67
77,Apartment for Sale in Marina Tower - Dubai Marina,Best Offer/ 1 Bedroom in signature tower on Marina,Apartment,761 sqft / 71 sqm,1,2,950000.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,CAZ-S-019,7159967130,3 hours ago,Ready,,CANDO REAL ESTATE BROKER LLC,27012020,1203,MARINA TOWER,Unit,dubai marina,marina tower,,0.8,0.67
78,Apartment for Sale in Damac Heights - Dubai Marina,Luxury Marina Lifestyle | 5Years Guaranteed Income,Apartment,833 sqft / 77 sqm,1,2,1588000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,indus-2150263,1292807698,1 day ago,Off-plan,,INDUS REAL ESTATE (LLC) INDUS REAL ESTATE (LLC),8122019,1499,TOWER 108 TOWER 108,,dubai marina,damac heights,,0.0,0.0
79,Apartment for Sale in Damac Residenze - Dubai Marina,High Floor | Marina View | 5Years Guranteed Income,Apartment,1640 sqft / 152 sqm,3,3,4393000.0,Damac Residenze Dubai - Dubai Marina,indus-2077761,1292807698,28 days ago,Off-plan,,INDUS REAL ESTATE (LLC) INDUS REAL ESTATE (LLC),8122019,1499,TOWER 108 TOWER 108,,dubai marina,damac residenze,,0.0,0.0
80,Apartment for Sale in Skyview Tower - Dubai Marina,EXCLUSIVE STYLE APARTMENT NEWLY RENOVATED,Apartment,724 sqft / 67 sqm,1,2,730000.0,Skyview Tower 3.0 /59 Reviews Dubai - Dubai Marina,grandestate-2150476,726705196,1 day ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,skyview tower,,0.29,0.17
81,Apartment for Sale in DEC Tower 1 - DEC Towers,Very Large Size 2 Bedroom Sea view,Apartment,1700 sqft / 158 sqm,2,3,715000.0,DEC Tower 1 3.2 /510 Reviews Dubai - Dubai Marina - DEC Towers,grandestate-2135353,726705196,10 days ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,dec towers,dec tower 1,0.22,0.12
82,Apartment for Sale in Bonaire Tower - Park Island,SEA VIEW HIGH FLOOR BONAIRE TOWER,Apartment,910 sqft / 85 sqm,1,2,1050000.0,Bonaire Tower Dubai - Dubai Marina - Park Island,grandestate-2119903,726705196,1 day ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,park island,bonaire tower,0.22,0.12
83,Apartment for Sale in Silverene Tower B - Silverene,MOTIVATED SELLER STUNNING MARINA VIEW,Apartment,1070 sqft / 99 sqm,2,3,1800000.0,Silverene Tower B 4.6 /59 Reviews Dubai - Dubai Marina - Silverene,grandestate-2109627,726705196,12 days ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,silverene,silverene tower b,0.25,0.14
84,Apartment for Sale in Al Sahab 2 - Al Sahab,EXCLUSIVE CHEAPEST 1 BEDROOM AL SAHAB,Apartment,772 sqft / 72 sqm,1,1,800000.0,Al Sahab 2 3.9 /513 Reviews Dubai - Dubai Marina - Al Sahab,grandestate-2104323,726705196,16 days ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,al sahab,al sahab 2,0.25,0.14
85,Apartment for Sale in Blakely Tower - Park Island,Best Deal In Park Island High Roi 1 BR,Apartment,700 sqft / 65 sqm,1,1,795000.0,Blakely Tower 3.6 /57 Reviews Dubai - Dubai Marina - Park Island,grandestate-2104320,726705196,16 days ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,park island,blakely tower,0.22,0.12
86,Apartment for Sale in Princess Tower - Dubai Marina,Full Sea View Gorgeous 1 Br Apt Princess Tower,Apartment,924 sqft / 86 sqm,1,2,770000.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,grandestate-2101996,726705196,17 days ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,princess tower,,0.29,0.17
87,Apartment for Sale in Paloma Tower - Marina Promenade,Spacious 1 Bedroom With Full Marina View,Apartment,890 sqft / 83 sqm,1,1,1250000.0,Paloma Tower 4.5 /57 Reviews Dubai - Dubai Marina - Marina Promenade,grandestate-2101383,726705196,17 days ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,908,Marina Quay North,Unit,dubai marina,marina promenade,paloma tower,0.25,0.14
88,Apartment for Sale in Marina Pinnacle - Dubai Marina,Partial Sea view | High floor | Great Price,Apartment,951 sqft / 88 sqm,1,2,650000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,diamondcity-2150412,1132054091,1 day ago,,,DIAMOND CITY REAL ESTATE BROKER,3092020,,Al Majara 2 2,Unit,dubai marina,marina pinnacle,,0.0,0.0
89,Penthouse for Sale in Jumeirah Living Marina Gate - Marina Gate,Breathtaking Views - Luxurious Lifestyle,Penthouse,6358 sqft / 591 sqm,4 + Maid,5,15250000.0,Jumeirah Living Marina Gate Dubai - Dubai Marina - Marina Gate,1521-Ap-S-0138,785388189,1 day ago,Ready,,RADLETT REAL ESTATE BROKERAGE LLC,25022020,1743,JUMEIRAH LIVING MARINA GATE GATESELECT GLOBAL,,dubai marina,marina gate,jumeirah living marina gate,0.73,0.57
90,Apartment for Sale in Damac Heights - Dubai Marina,5Yrs Guaranteed Income w/ Guaranteed Rental Plan,Apartment,1723 sqft / 160 sqm,2,3,3129000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,indus-2077700,92869742,1 day ago,Off-plan,,INDUS REAL ESTATE (LLC) INDUS REAL ESTATE (LLC),23122019,4706,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
91,Apartment for Sale in Damac Heights - Dubai Marina,5 Yrs Guaranteed Income w/ Guaranteed Rental Plan,Apartment,1640 sqft / 152 sqm,2,2,3185000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,indus-2077700,92869742,28 days ago,Off-plan,,INDUS REAL ESTATE (LLC) INDUS REAL ESTATE (LLC),23122019,4706,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
92,Apartment for Sale in Sulafa Tower - Dubai Marina,urgent sale|sea and burj alarab view|rented,Apartment,1390 sqft / 129 sqm,2,2,940000.0,Sulafa Tower 3.3 /528 Reviews Dubai - Dubai Marina,ST-S-61002,1656688611,1 day ago,,,S T CLAIR REAL ESTATES BROKER,29082020,,Sulafa Tower,Unit,dubai marina,sulafa tower,,0.67,0.5
93,Apartment for Sale in Beauport Tower - Marina Promenade,Sale /Stunning 1 Bedroom Full Marina View/ Emaar,Apartment,1002 sqft / 93 sqm,1,2,1290000.0,Beauport Tower Dubai - Dubai Marina - Marina Promenade,CAZ-S-022,7123538100,1 day ago,Ready,,CANDO REAL ESTATE BROKER LLC,8072020,,Beauport X1 1,Unit,dubai marina,marina promenade,beauport tower,0.25,0.14
94,Apartment for Sale in La Riviera - Dubai Marina,High Floor Vacant 2 Beds Remarkable Deal,Apartment,982 sqft / 91 sqm,2,2,1000000.0,La Riviera 3.7 /55 Reviews Dubai - Dubai Marina,coralhomes-2150085,7152652550,1 day ago,,,OWNED BY WALID MOHAMMAD ALHAMMADI ONE PERSON COMPANY LLC,3082020,,CONCORD TOWER CONCORD TOWER,Unit,dubai marina,la riviera,,0.0,0.0
95,Apartment for Sale in Beauport Tower - Marina Promenade,1 Bedroom | Best Layout | Panoramic Views,Apartment,1002 sqft / 93 sqm,1,2,1300000.0,Beauport Tower Dubai - Dubai Marina - Marina Promenade,DUB208541,7124012000,2 days ago,Ready,,BROKER LLC,7052020,,Beauport X1 1,Unit,dubai marina,marina promenade,beauport tower,0.25,0.14
96,Penthouse for Sale in Princess Tower - Dubai Marina,Motivated Seller 6 bedroom with full sea view penthouse.,Penthouse,6147 sqft / 571 sqm,5 + Maid,6,4999999.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,diamondcity-2149592,1926909768,2 days ago,Ready,,DIAMOND CITY REAL ESTATE BROKER,3092020,,PRINCESS TOWER,Unit,dubai marina,princess tower,,0.67,0.5
97,Penthouse for Sale in Marina Gate 2 - Marina Gate,Ultra Luxurious Penthouse | Full views of Marina,Penthouse,5845 sqft / 543 sqm,4 + Maid,6,13152000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,SPR-S-0046,7117905386,3 days ago,Off-plan,,SPRING FIELD REAL ESTATE,2072020,,THE RESIDENCE AT THE RESIDENCE AT MARINA GATE 2 MARINA GATE 2,Unit,dubai marina,marina gate,marina gate 2,0.6,0.43
98,Apartment for Sale in Vida Residences Dubai Marina - Dubai Marina,Luxury Lifestyle 4 BR with Stunning View of Marina,Apartment,2333 sqft / 217 sqm,4,5,4950888.0,Vida Residences Dubai Marina Dubai - Dubai Marina,PHS-1212,469906326,3 days ago,,,LLC,3082020,1831,VIDA Residences Dubai Marina,,dubai marina,vida residences marina dubai,,1.0,1.0
99,Apartment for Sale in Studio One - Dubai Marina,Marina and Sea Views | Best Layout | New Building,Apartment,723 sqft / 67 sqm,1,1,1000000.0,Studio One Dubai - Dubai Marina,PRD-S-8995,1336877232,3 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,22012020,106,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
100,Apartment for Sale in Studio One - Dubai Marina,Stunning Views | Best Layout | High Return,Apartment,723 sqft / 67 sqm,1,2,1000000.0,Studio One Dubai - Dubai Marina,PRD-S-8165,1336877232,13 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,22012020,106,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
101,Apartment for Sale in Studio One - Dubai Marina,Marina and Sea Views | Vacant | Big Layout,Apartment,1109 sqft / 103 sqm,2,3,1650000.0,Studio One Dubai - Dubai Marina,PRD-S-8702,1336877232,22 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,22012020,106,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
102,Apartment for Sale in Studio One - Dubai Marina,Move In Today - Pay in 2 Years - 100% DLD Waiver,Apartment,828 sqft / 77 sqm,2,2,1390000.0,Studio One Dubai - Dubai Marina,PRD-S-7231,1336877232,4 months ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,22012020,106,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
103,Apartment for Sale in No.9 - Dubai Marina,Astonishing Marina View | Great Finishing | Vacant,Apartment,1764 sqft / 164 sqm,3,4,2999997.0,No.9 Dubai - Dubai Marina,PF-AS-42378,7117763173,3 days ago,Ready,,F A M REAL ESTATE BROKER,6092020,,No.9 No.9,Unit,dubai marina,no.9,,0.5,0.33
104,Apartment for Sale in The Jewel Tower A - The Jewels,Spacious 2 Bedroom | Well maintained | 2 parking,Apartment,2179 sqft / 202 sqm,2,4,1990000.0,The Jewel Tower A Dubai - Dubai Marina - The Jewels,ATH-S-1022,7119959600,3 days ago,Ready,,ARTHA REALTY LLC,15072020,,The Jewels T1 1,Unit,dubai marina,the jewels,the jewel tower a,0.36,0.22
105,Apartment for Sale in Damac Heights - Dubai Marina,Fendi Furnished|Full Sea View|High Floor Vacant,Apartment,890 sqft / 83 sqm,1,,1690000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,MP-S-22314,1989072827,3 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,damac heights,,0.0,0.0
106,Apartment for Sale in Marina Quay North - Marina Quays,Unique Duplex | Marina View | Vacant Middle Floor,Apartment,1315 sqft / 122 sqm,2,3,1750000.0,Marina Quay North 3.8 /56 Reviews Dubai - Dubai Marina - Marina Quays,MP-S-21714,1989072827,6 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina quays,marina quay north,0.0,0.0
107,Apartment for Sale in Yacht Bay - Dubai Marina,Vacant 2BR Apt│Pool View│Low Floor│Close to Metro,Apartment,1382 sqft / 128 sqm,2,3,900000.0,Yacht Bay 4.4 /56 Reviews Dubai - Dubai Marina,MP-S-20785,1989072827,11 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,yacht bay,,0.0,0.0
108,Penthouse for Sale in Marina Heights - Dubai Marina,Marina and Sea View│High Floor│4 BR Penthouse Apt.,Penthouse,5456 sqft / 507 sqm,4 + Maid,5,5700000.0,Marina Heights 4.5 /58 Reviews Dubai - Dubai Marina,MP-S-20781,1989072827,14 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina heights,,0.0,0.0
109,Duplex for Sale in Marina Gate 2 - Marina Gate,4BR Duplex Apt.│Vacant│3-Years Payment Plan,Duplex,4390 sqft / 408 sqm,4 + Maid,5,10554999.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,MP-S-20565,1989072827,15 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
110,Apartment for Sale in Marina Gate 2 - Marina Gate,3 Years Payment Plan│Direct Canal View│Low Floor,Apartment,2428 sqft / 226 sqm,2,3,5699000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,MP-S-20564,1989072827,15 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
111,Penthouse for Sale in Marina Gate 2 - Marina Gate,Direct Canal Views│4BR Penthouse Apt.│High Floor,Penthouse,6358 sqft / 591 sqm,4 + Maid,5,15699000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,MP-S-20562,1989072827,15 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
112,Penthouse for Sale in Marina Gate 2 - Marina Gate,4BR Penthouse│Ready To Move In│Garden - Canal View,Penthouse,6358 sqft / 591 sqm,4 + Maid,5,15249000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,MP-S-20563,1989072827,15 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
113,Duplex for Sale in Marina Gate 2 - Marina Gate,4BR Duplex Apt.│Direct Canal View│Ready to Move In,Duplex,4618 sqft / 429 sqm,4 + Maid,5,10649000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,MP-S-20561,1989072827,15 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
114,Penthouse for Sale in Marina Gate 2 - Marina Gate,4BR Penthouse│Fully Furnished│High Floor│Sea View,Penthouse,5845 sqft / 543 sqm,4 + Maid,5,13000000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,MP-S-20034,1989072827,10 hours ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
115,Apartment for Sale in 5242 - Dubai Marina,Fantastic Sea and Marina View | 2 Bed Apartment,Apartment,1144 sqft / 106 sqm,2,2,2000000.0,5242 Dubai - Dubai Marina,MP-S-18865,1989072827,5 days ago,Off-plan,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,5242,,0.0,0.0
116,Apartment for Sale in 5242 - Dubai Marina,Fantastic Sea and Marina View - 2 Bed Apartment,Apartment,1144 sqft / 106 sqm,2,2,1900000.0,5242 Dubai - Dubai Marina,MP-S-18450,1989072827,6 days ago,Off-plan,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,5242,,0.0,0.0
117,Apartment for Sale in Bonaire Tower - Park Island,Extra Large Layout Full Marina View Chiller Free,Apartment,1480 sqft / 137 sqm,2,3,1600000.0,Bonaire Tower Dubai - Dubai Marina - Park Island,MP-S-18660,1989072827,6 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,park island,bonaire tower,0.0,0.0
118,Apartment for Sale in Elite Residence - Dubai Marina,Large Layout High Floor Partial Sea Marina Views,Apartment,1331 sqft / 124 sqm,2,3,1450000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,MP-S-18431,1989072827,6 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,elite residence,,0.0,0.0
119,Apartment for Sale in Marina Pinnacle - Dubai Marina,Exclusive I Net ROI 7.05% I Furnished I High Floor,Apartment,1219 sqft / 113 sqm,2,2,800000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,MP-S-17762,1989072827,9 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina pinnacle,,0.0,0.0
120,Apartment for Sale in Marina Heights - Dubai Marina,Large Layout W/ Maids Room Marina View High Floor,Apartment,1816 sqft / 169 sqm,3,4,1650000.0,Marina Heights 4.5 /58 Reviews Dubai - Dubai Marina,MP-S-17415,1989072827,14 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina heights,,0.0,0.0
121,Apartment for Sale in TFG Marina Hotel - Dubai Marina,Not be missed | Hands off | Super distress deal,Apartment,410 sqft / 38 sqm,studio,1,550000.0,TFG Marina Hotel Dubai - Dubai Marina,MP-S-11972,1989072827,15 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,tfg marina hotel,,0.0,0.0
122,Apartment for Sale in Studio One - Dubai Marina,ONLY CASH BUYER | VACANT| PARTIAL SEA VIEW,Apartment,593 sqft / 55 sqm,1,2,780000.0,Studio One Dubai - Dubai Marina,MP-S-14619,1989072827,22 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,studio one,,0.0,0.0
123,Apartment for Sale in MAG 218 - Dubai Marina,Large Layout Panoramic Windows High Floor Vacant,Apartment,908 sqft / 84 sqm,1,2,870000.0,MAG 218 3.7 /59 Reviews Dubai - Dubai Marina,MP-S-8311,1989072827,1 month ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,mag 218,,0.0,0.0
124,Apartment for Sale in The Torch - Dubai Marina,TT Specialist|Multiple Options Available,Apartment,1258 sqft / 117 sqm,2,2,920000.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,MP-S-9763,1989072827,1 month ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,the torch,,0.0,0.0
125,Apartment for Sale in The Torch - Dubai Marina,TT Specialist|Multiple Options Available,Apartment,1258 sqft / 117 sqm,2,2,900000.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,MP-S-9704,1989072827,1 month ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,the torch,,0.0,0.0
126,Apartment for Sale in The Torch - Dubai Marina,TT Specialist|Multiple Options Available,Apartment,1258 sqft / 117 sqm,2,2,840000.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,MP-S-9651,1989072827,1 month ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,the torch,,0.0,0.0
127,Apartment for Sale in The Torch - Dubai Marina,TT Specialist|Multiple Options Available,Apartment,1258 sqft / 117 sqm,2,2,820000.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,MP-S-9659,1989072827,1 month ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,the torch,,0.0,0.0
128,Apartment for Sale in Emirates Crown - Dubai Marina,Rare Large Layout Marina View High Floor Vacant,Apartment,3882 sqft / 361 sqm,3 + Maid,6,3100000.0,Emirates Crown 4.6 /513 Reviews Dubai - Dubai Marina,MP-S-8479,1989072827,1 month ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,emirates crown,,0.0,0.0
129,Apartment for Sale in Escan Tower - Dubai Marina,Fully Furnished & equipped 1BR at Dubai Marina,Apartment,700 sqft / 65 sqm,1,1,1000000.0,Escan Tower 2.4 /516 Reviews Dubai - Dubai Marina,MP-S-8274,1989072827,1 month ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,escan tower,,0.0,0.0
130,Apartment for Sale in Ocean Heights - Dubai Marina,Sea View Apartment For Sale at Ocean Heights,Apartment,1208 sqft / 112 sqm,2,3,1250000.0,Ocean Heights 3.9 /521 Reviews Dubai - Dubai Marina,MP-S-7988,1989072827,2 months ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,ocean heights,,0.0,0.0
131,Apartment for Sale in The Address Dubai Marina - Dubai Marina,Vacant | Fully furnished and serviced | High floor,Apartment,848 sqft / 79 sqm,1,1,1125000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,MP-S-7551,1989072827,2 months ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,the address dubai marina,,0.0,0.0
132,Apartment for Sale in Marina Gate 1 - Marina Gate,Marina View | Spacious and Bright Unit,Apartment,1280 sqft / 119 sqm,2,2,1980000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,MP-S-7491,1989072827,2 months ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,21032020,206,,Land,dubai marina,marina gate,marina gate 1,0.0,0.0
